"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
20,90,90052,"Ozieri",252.128,0.6,1.078,1.296,0.238,0.428,0.514,10881,1448,13.308,7278,66.887,2155,19.805,14,20,23,0.129,0.184,0.211,4182,5,7,9,0.12,0.167,0.215,3825,3,4,5,0.078,0.105,0.131,763,1,2,3,0.131,0.262,0.393,100,0,0,0,0,0,0,0.792,0.133,14.938,1.113,0,0.925,0.314,0.053,5.925,0.441,0,0.367,11,33,3693,423,0,44,0.101,0.303,33.94,3.888,0,0.404,5,12,1499,156,0,17,0.12,0.287,35.844,3.73,0,0.407,6,9,1481,99,0,15,0.157,0.235,38.719,2.588,0,0.392,0,2,268,19,0,2,0,0.262,35.125,2.49,0,0.262,0,1,49,0,0,1,0,1,49,0,0,1
20,91,91062,"Orgosolo",222.596,0.541,0.678,3.136,0.243,0.305,1.409,4347,634,14.585,2792,64.228,921,21.187,0,44,44,0,1.012,1.012,1606,0,16,16,0,0.996,0.996,1943,0,16,16,0,0.823,0.823,172,0,1,1,0,0.581,0.581,15,0,0,0,0,0,0,0.815,14.45,12.631,17.574,0,15.265,0.366,6.492,5.674,7.895,0,6.858,0,36,681,3627,0,36,0,0.828,15.666,83.437,0,0.828,0,14,247,1343,0,14,0,0.872,15.38,83.624,0,0.872,0,14,246,1678,0,14,0,0.721,12.661,86.361,0,0.721,0,2,22,146,0,2,0,1.163,12.791,84.884,0,1.163,0,0,2,3,0,0,0,0,13.333,20,0,0
20,91,91050,"Noragugume",26.732,0.768,1.081,4.187,2.873,4.044,15.663,338,43,12.722,188,55.621,107,31.657,0,0,0,0,0,0,152,0,0,0,0,0,0,297,0,0,3,0,0,1.01,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,92,92050,"Pula",138.916,9.113,11.286,18.486,6.56,8.124,13.307,7141,886,12.407,4912,68.786,1343,18.807,298,590,1500,4.173,8.262,21.005,3082,124,246,635,4.023,7.982,20.604,3726,131,256,771,3.516,6.871,20.692,544,9,21,94,1.654,3.86,17.279,30,0,0,2,0,0,6.667,5.124,7.307,22.057,36.576,0,12.431,3.689,5.26,15.878,26.33,0,8.949,31,18,43,121,0,49,0.434,0.252,0.602,1.694,0,0.686,13,7,21,59,0,20,0.422,0.227,0.681,1.914,0,0.649,16,6,56,133,0,22,0.429,0.161,1.503,3.57,0,0.59,2,2,3,9,0,4,0.368,0.368,0.551,1.654,0,0.735,5,0,0,9,0,5,16.667,0,0,30,0,16.667
20,95,95030,"Morgongiori",45.197,0.213,0.213,0.213,0.471,0.471,0.471,777,69,8.88,495,63.707,213,27.413,0,0,0,0,0,0,334,0,0,0,0,0,0,506,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.037,0.035,0,0.005,0,0.011,0.082,0.077,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90019,"Bulzi",21.67,0.014,0.014,0.014,0.065,0.065,0.065,552,30,5.435,358,64.855,164,29.71,18,18,18,3.261,3.261,3.261,252,8,8,8,3.175,3.175,3.175,345,11,11,11,3.188,3.188,3.188,21,1,1,1,4.762,4.762,4.762,8,0,0,0,0,0,0,0,0.71,1.447,2.176,0,0.71,0,3.276,6.677,10.042,0,3.276,0,1,81,451,0,1,0,0.181,14.674,81.703,0,0.181,0,1,37,204,0,1,0,0.397,14.683,80.952,0,0.397,0,1,50,276,0,1,0,0.29,14.493,80,0,0.29,0,0,3,18,0,0,0,0,14.286,85.714,0,0,0,0,2,1,0,0,0,0,25,12.5,0,0
20,90,90003,"Alghero",225.411,11.336,13.015,14.699,5.029,5.774,6.521,40641,4378,10.772,27488,67.636,8775,21.591,549,619,674,1.351,1.523,1.658,18461,210,238,260,1.138,1.289,1.408,6636,123,139,152,1.854,2.095,2.291,3063,15,17,18,0.49,0.555,0.588,185,9,10,10,4.865,5.405,5.405,2.685,22.651,9.57,0,0,25.336,1.191,10.049,4.246,0,0,11.24,27,137,125,0,0,164,0.066,0.337,0.308,0,0,0.404,14,65,55,0,0,79,0.076,0.352,0.298,0,0,0.428,21,133,67,0,0,154,0.316,2.004,1.01,0,0,2.321,2,3,4,0,0,5,0.065,0.098,0.131,0,0,0.163,5,5,7,0,0,10,2.703,2.703,3.784,0,0,5.405
20,90,90080,"Telti",83.247,1.07,1.173,1.564,1.285,1.409,1.879,2222,311,13.996,1471,66.202,440,19.802,20,23,27,0.9,1.035,1.215,951,9,10,12,0.946,1.052,1.262,1033,12,14,17,1.162,1.355,1.646,124,1,2,2,0.806,1.613,1.613,0,0,0,0,0,0,0,0,0.004,1.712,0,0,0.004,0,0.005,2.057,0,0,0.005,0,0,3,0,0,0,0,0,0.135,0,0,0,0,0,2,0,0,0,0,0,0.21,0,0,0,0,0,3,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,95,95079,"Bosa",128.015,4.135,4.907,5.899,3.23,3.833,4.608,8026,1028,12.808,5481,68.291,1517,18.901,4457,5351,5829,55.532,66.671,72.626,3300,1823,2215,2391,55.242,67.121,72.455,2761,1252,1582,1706,45.346,57.298,61.789,569,402,444,462,70.65,78.032,81.195,56,40,41,41,71.429,73.214,73.214,3.043,42.814,10.263,0.001,0,45.857,2.377,33.445,8.017,0.001,0,35.822,6,103,94,0,0,109,0.075,1.283,1.171,0,0,1.358,3,44,38,0,0,47,0.091,1.333,1.152,0,0,1.424,5,73,31,0,0,78,0.181,2.644,1.123,0,0,2.825,1,3,2,0,0,4,0.176,0.527,0.351,0,0,0.703,0,6,1,0,0,6,0,10.714,1.786,0,0,10.714
20,95,95076,"Siapiccia",17.931,0.184,0.184,0.442,1.026,1.026,2.465,370,36,9.73,242,65.405,92,24.865,2,2,3,0.541,0.541,0.811,141,1,1,1,0.709,0.709,0.709,199,1,1,2,0.503,0.503,1.005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,91,91007,"Belvì",18.102,0.037,0.04,0.041,0.204,0.221,0.226,665,77,11.579,419,63.008,169,25.414,0,0,0,0,0,0,268,0,0,0,0,0,0,388,0,0,0,0,0,0,62,0,0,0,0,0,0,5,0,0,0,0,0,0,0.137,2.767,4.838,0,0,2.904,0.757,15.286,26.726,0,0,16.042,12,25,627,0,0,37,1.805,3.759,94.286,0,0,5.564,5,10,252,0,0,15,1.866,3.731,94.03,0,0,5.597,6,14,366,0,0,20,1.546,3.608,94.33,0,0,5.155,1,3,58,0,0,4,1.613,4.839,93.548,0,0,6.452,0,2,1,0,0,2,0,40,20,0,0,40
20,91,91012,"Bortigali",67.327,2.111,2.111,2.875,3.135,3.135,4.27,1417,124,8.751,875,61.75,418,29.499,99,99,99,6.987,6.987,6.987,619,41,41,41,6.624,6.624,6.624,867,52,52,52,5.998,5.998,5.998,59,4,4,4,6.78,6.78,6.78,12,0,0,0,0,0,0,0.933,7.335,4.52,4.324,0,8.268,1.386,10.895,6.714,6.422,0,12.28,0,35,220,1088,0,35,0,2.47,15.526,76.782,0,2.47,0,13,87,486,0,13,0,2.1,14.055,78.514,0,2.1,0,12,108,700,0,12,0,1.384,12.457,80.738,0,1.384,0,3,10,44,0,3,0,5.085,16.949,74.576,0,5.085,0,1,3,4,0,1,0,8.333,25,33.333,0,8.333
20,111,111093,"Ussana",32.821,0.03,0.196,6.201,0.091,0.597,18.893,4285,604,14.096,3023,70.548,658,15.356,0,0,559,0,0,13.046,1564,0,0,201,0,0,12.852,1666,0,0,199,0,0,11.945,193,0,0,26,0,0,13.472,3,0,0,1,0,0,33.333,0.005,0,0.012,0,0,0.005,0.015,0,0.037,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,95,95027,"Milis",18.669,0,0,1.968,0,0,10.542,1591,181,11.376,1061,66.688,349,21.936,0,0,5,0,0,0.314,593,0,0,2,0,0,0.337,819,0,0,5,0,0,0.611,106,0,0,1,0,0,0.943,9,0,0,3,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111059,"Samassi",42.043,2.416,5.142,13.567,5.746,12.23,32.269,5321,626,11.765,3557,66.848,1138,21.387,179,2357,3575,3.364,44.296,67.187,2003,66,899,1361,3.295,44.883,67.948,2218,63,988,1528,2.84,44.545,68.891,252,17,109,185,6.746,43.254,73.413,8,0,1,1,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,95,95063,"Sorradile",26.34,0.23,0.23,0.713,0.873,0.873,2.707,417,30,7.194,227,54.436,160,38.369,0,0,0,0,0,0,197,0,0,0,0,0,0,462,0,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.486,3.341,0.282,0,0.486,0,1.845,12.684,1.071,0,1.845,0,0,414,0,0,0,0,0,99.281,0,0,0,0,0,196,0,0,0,0,0,99.492,0,0,0,0,0,461,0,0,0,0,0,99.784,0,0,0,0,0,22,0,0,0,0,0,95.652,0,0,0,0,0,4,0,0,0,0,0,80,0,0,0
20,111,111088,"Suelli",19.198,0,0,0,0,0,0,1135,108,9.515,776,68.37,251,22.115,0,0,0,0,0,0,427,0,0,0,0,0,0,498,0,0,0,0,0,0,76,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,1.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0
20,92,92090,"Uta",134.707,13.224,16.76,26.955,9.817,12.442,20.01,7859,1105,14.06,5657,71.981,1097,13.959,3787,5150,7623,48.187,65.53,96.997,2874,1395,1906,2777,48.539,66.319,96.625,3046,1465,2023,2876,48.096,66.415,94.419,428,198,282,391,46.262,65.888,91.355,7,4,5,5,57.143,71.429,71.429,0,0.008,0.131,1.485,0,0.008,0,0.006,0.097,1.102,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90078,"Villanova Monteleone",202.681,0.226,0.248,1.693,0.112,0.122,0.835,2375,280,11.789,1514,63.747,581,24.463,89,98,103,3.747,4.126,4.337,994,36,40,42,3.622,4.024,4.225,1408,47,51,55,3.338,3.622,3.906,88,3,4,4,3.409,4.545,4.545,11,0,0,0,0,0,0,1.246,48.86,11.232,0.837,0,50.106,0.615,24.107,5.542,0.413,0,24.722,16,90,135,2056,0,106,0.674,3.789,5.684,86.568,0,4.463,7,33,59,861,0,40,0.704,3.32,5.936,86.62,0,4.024,8,36,89,1228,0,44,0.568,2.557,6.321,87.216,0,3.125,1,4,5,74,0,5,1.136,4.545,5.682,84.091,0,5.682,0,3,0,3,0,3,0,27.273,0,27.273,0,27.273
20,111,111064,"San Nicolò Gerrei",63.514,1.207,1.365,2.05,1.9,2.149,3.228,846,82,9.693,548,64.775,216,25.532,126,136,143,14.894,16.076,16.903,360,55,59,62,15.278,16.389,17.222,545,85,92,97,15.596,16.881,17.798,35,5,5,5,14.286,14.286,14.286,1,0,0,0,0,0,0,1.147,1.046,45.292,15.538,0,2.193,1.806,1.647,71.31,24.464,0,3.453,0,11,205,630,0,11,0,1.3,24.232,74.468,0,1.3,0,4,86,269,0,4,0,1.111,23.889,74.722,0,1.111,0,6,129,410,0,6,0,1.101,23.67,75.229,0,1.101,0,1,8,26,0,1,0,2.857,22.857,74.286,0,2.857,0,0,1,0,0,0,0,0,100,0,0,0
20,95,95029,"Mogoro",48.986,11.614,12.079,12.962,23.709,24.658,26.461,4354,481,11.047,2862,65.733,1011,23.22,92,94,95,2.113,2.159,2.182,1664,34,34,35,2.043,2.043,2.103,2081,40,41,42,1.922,1.97,2.018,286,4,4,5,1.399,1.399,1.748,9,1,1,1,11.111,11.111,11.111,1.109,2.65,3.297,41.683,0,3.759,2.264,5.41,6.73,85.092,0,7.674,2,29,189,4133,0,31,0.046,0.666,4.341,94.924,0,0.712,1,10,65,1588,0,11,0.06,0.601,3.906,95.433,0,0.661,1,11,66,2003,0,12,0.048,0.529,3.172,96.252,0,0.577,1,2,9,274,0,3,0.35,0.699,3.147,95.804,0,1.049,0,1,0,8,0,1,0,11.111,0,88.889,0,11.111
20,91,91066,"Ortueri",38.834,0.147,0.147,0.147,0.379,0.379,0.379,1262,137,10.856,768,60.856,357,28.288,0,0,0,0,0,0,535,0,0,0,0,0,0,1059,0,0,0,0,0,0,66,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111076,"Serdiana",55.706,0.461,0.531,2.067,0.828,0.953,3.711,2620,389,14.847,1823,69.58,408,15.573,58,113,120,2.214,4.313,4.58,992,22,43,46,2.218,4.335,4.637,884,18,35,38,2.036,3.959,4.299,96,1,3,3,1.042,3.125,3.125,10,0,0,0,0,0,0,0,0.036,0.005,0.033,0,0.036,0,0.065,0.009,0.059,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111050,"Orroli",75.593,0.562,0.685,11.765,0.743,0.906,15.564,2397,249,10.388,1518,63.329,630,26.283,4,4,49,0.167,0.167,2.044,972,2,2,19,0.206,0.206,1.955,1340,2,2,21,0.149,0.149,1.567,132,0,0,3,0,0,2.273,40,0,0,0,0,0,0,8.809,8.877,21.381,19.138,0,17.686,11.653,11.743,28.284,25.317,0,23.396,0,10,74,2313,0,10,0,0.417,3.087,96.496,0,0.417,0,5,32,935,0,5,0,0.514,3.292,96.193,0,0.514,3,11,51,1273,0,14,0.224,0.821,3.806,95,0,1.045,0,1,6,125,0,1,0,0.758,4.545,94.697,0,0.758,0,1,4,31,0,1,0,2.5,10,77.5,0,2.5
20,95,95068,"Ulà Tirso",18.846,2.335,2.344,2.375,12.39,12.438,12.602,580,54,9.31,355,61.207,171,29.483,54,73,73,9.31,12.586,12.586,252,23,31,31,9.127,12.302,12.302,532,43,56,56,8.083,10.526,10.526,12,1,2,2,8.333,16.667,16.667,3,1,1,1,33.333,33.333,33.333,0.392,2.264,1.975,9.797,0,2.656,2.08,12.013,10.48,51.985,0,14.093,0,4,0,575,0,4,0,0.69,0,99.138,0,0.69,0,2,0,249,0,2,0,0.794,0,98.81,0,0.794,2,14,10,452,0,16,0.376,2.632,1.88,84.962,0,3.008,0,0,0,12,0,0,0,0,0,100,0,0,0,0,0,3,0,0,0,0,0,100,0,0
20,111,111020,"Esterzili",100.743,0.582,0.582,3.584,0.578,0.578,3.558,721,66,9.154,432,59.917,223,30.929,0,0,0,0,0,0,388,0,0,0,0,0,0,693,0,0,0,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,0,0,0.403,2.441,4.468,0.519,0,2.844,0.4,2.423,4.435,0.515,0,2.823,0,0,594,0,0,0,0,0,82.386,0,0,0,0,0,320,0,0,0,0,0,82.474,0,0,0,0,0,567,0,0,0,0,0,81.818,0,0,0,0,1,14,0,0,1,0,2.941,41.176,0,0,2.941,0,1,0,0,0,1,0,12.5,0,0,0,12.5
20,111,111098,"Villamassargia",91.388,5.487,7.383,14.845,6.004,8.079,16.244,3655,427,11.683,2531,69.248,697,19.07,78,177,332,2.134,4.843,9.083,1372,30,68,130,2.187,4.956,9.475,1520,37,79,148,2.434,5.197,9.737,184,5,11,18,2.717,5.978,9.783,9,0,0,0,0,0,0,3.267,0.126,1.608,0.001,0,3.393,3.575,0.138,1.76,0.001,0,3.713,43,0,2,0,0,43,1.176,0,0.055,0,0,1.176,18,0,1,0,0,18,1.312,0,0.073,0,0,1.312,22,0,2,0,0,22,1.447,0,0.132,0,0,1.447,1,0,0,0,0,1,0.543,0,0,0,0,0.543,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90035,"La Maddalena",51.673,0.197,0.201,0.202,0.381,0.389,0.391,10936,1321,12.079,7409,67.749,2206,20.172,683,698,702,6.245,6.383,6.419,5186,336,343,345,6.479,6.614,6.653,5029,459,470,473,9.127,9.346,9.405,819,91,93,94,11.111,11.355,11.477,47,3,3,3,6.383,6.383,6.383,0.014,0.019,0.211,0.432,0,0.033,0.027,0.037,0.408,0.836,0,0.064,0,11,39,173,0,11,0,0.101,0.357,1.582,0,0.101,0,5,19,90,0,5,0,0.096,0.366,1.735,0,0.096,0,3,15,85,0,3,0,0.06,0.298,1.69,0,0.06,0,0,1,6,0,0,0,0,0.122,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111043,"Musei",20.274,6.342,6.834,8.827,31.281,33.708,43.539,1522,167,10.972,1119,73.522,236,15.506,77,82,104,5.059,5.388,6.833,562,28,30,38,4.982,5.338,6.762,600,26,28,35,4.333,4.667,5.833,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.898,1.354,0,0,0,0,4.429,6.679,0,0,0,0,12,16,0,0,0,0,0.788,1.051,0,0,0,0,5,6,0,0,0,0,0.89,1.068,0,0,0,0,4,6,0,0,0,0,0.667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90083,"Golfo Aranci",37.428,1.668,1.744,1.794,4.457,4.66,4.793,2288,304,13.287,1552,67.832,432,18.881,45,46,47,1.967,2.01,2.054,1045,22,23,23,2.105,2.201,2.201,1363,63,64,65,4.622,4.696,4.769,251,14,14,14,5.578,5.578,5.578,7,0,0,0,0,0,0,0.635,1.624,3.579,0.294,0,2.259,1.697,4.339,9.562,0.786,0,6.036,2,7,11,2,0,9,0.087,0.306,0.481,0.087,0,0.393,0,3,4,1,0,3,0,0.287,0.383,0.096,0,0.287,0,7,5,7,0,7,0,0.514,0.367,0.514,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42.857,0,0,0
20,90,90085,"Sant'Antonio di Gallura",81.693,0.45,0.505,0.753,0.551,0.618,0.922,1619,210,12.971,1071,66.152,338,20.877,8,8,9,0.494,0.494,0.556,662,4,4,4,0.604,0.604,0.604,709,4,4,4,0.564,0.564,0.564,116,1,1,1,0.862,0.862,0.862,9,0,0,0,0,0,0,0,0.009,0.02,0.217,0,0.009,0,0.011,0.024,0.266,0,0.011,0,0,0,1,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111017,"Donori",35.309,0,0,0.569,0,0,1.611,2119,254,11.987,1488,70.222,377,17.791,0,0,1,0,0,0.047,788,0,0,1,0,0,0.127,802,0,0,1,0,0,0.125,85,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.364,2.957,7.743,0,1.364,0,3.863,8.375,21.929,0,3.863,0,1,3,134,0,1,0,0.047,0.142,6.324,0,0.047,0,1,1,47,0,1,0,0.127,0.127,5.964,0,0.127,0,1,4,30,0,1,0,0.125,0.499,3.741,0,0.125,0,0,0,4,0,0,0,0,0,4.706,0,0,0,0,0,1,0,0,0,0,0,33.333,0,0
20,95,95012,"Baressa",12.512,0.032,0.032,0.032,0.256,0.256,0.256,723,48,6.639,439,60.719,236,32.642,0,0,0,0,0,0,318,0,0,0,0,0,0,572,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0.037,0.192,0.082,0.074,0,0.229,0.296,1.535,0.655,0.591,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,91,91073,"Posada",32.767,8.956,9.552,10.616,27.332,29.151,32.398,2737,375,13.701,1833,66.971,529,19.328,53,75,151,1.936,2.74,5.517,1252,25,35,69,1.997,2.796,5.511,2315,91,113,173,3.931,4.881,7.473,192,3,5,12,1.563,2.604,6.25,7,2,2,2,28.571,28.571,28.571,0.031,4.713,5.421,22.507,0,4.744,0.095,14.383,16.544,68.688,0,14.478,2,140,152,2441,0,142,0.073,5.115,5.554,89.185,0,5.188,1,71,75,1103,0,72,0.08,5.671,5.99,88.099,0,5.751,2,186,169,1952,0,188,0.086,8.035,7.3,84.32,0,8.121,0,12,11,169,0,12,0,6.25,5.729,88.021,0,6.25,0,2,1,4,0,2,0,28.571,14.286,57.143,0,28.571
20,95,95075,"Zerfaliu",15.561,2.122,2.467,4.08,13.637,15.854,26.219,1172,161,13.737,777,66.297,234,19.966,6,10,847,0.512,0.853,72.27,430,2,4,310,0.465,0.93,72.093,563,4,7,403,0.71,1.243,71.581,37,0,0,28,0,0,75.676,2,1,1,1,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111062,"San Gavino Monreale",87.398,11.257,12.835,18.439,12.88,14.686,21.098,8894,909,10.22,6080,68.361,1905,21.419,2332,2807,3014,26.22,31.561,33.888,3422,911,1097,1179,26.622,32.057,34.454,3306,847,1023,1103,25.62,30.944,33.364,491,117,143,153,23.829,29.124,31.161,12,2,2,2,16.667,16.667,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90059,"Pozzomaggiore",78.771,0.129,0.138,1.352,0.164,0.175,1.716,2717,294,10.821,1668,61.391,755,27.788,0,0,0,0,0,0,1250,0,0,0,0,0,0,2130,0,0,1,0,0,0.047,173,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.564,5.606,0,0,2.564,0,3.255,7.117,0,0,3.255,0,7,15,0,0,7,0,0.258,0.552,0,0,0.258,0,3,6,0,0,3,0,0.24,0.48,0,0,0.24,0,7,9,0,0,7,0,0.329,0.423,0,0,0.329,0,0,1,0,0,0,0,0,0.578,0,0,0,0,1,0,0,0,1,0,6.667,0,0,0,6.667
20,111,111090,"Tratalias",31.002,0.497,0.856,1.158,1.603,2.761,3.735,1107,115,10.388,760,68.654,232,20.958,1,2,4,0.09,0.181,0.361,433,1,1,2,0.231,0.231,0.462,642,1,1,3,0.156,0.156,0.467,43,0,0,0,0,0,0,10,2,2,2,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,111,111063,"San Giovanni Suergiu",72.371,7.881,10.098,35.814,10.89,13.953,49.487,6020,658,10.93,4194,69.668,1168,19.402,20,44,5123,0.332,0.731,85.1,2356,8,19,1996,0.34,0.806,84.72,2548,8,19,2094,0.314,0.746,82.182,247,0,0,231,0,0,93.522,23,0,0,8,0,0,34.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
