"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
4,21,21048,"Marlengo",12.863,0,0.037,0.037,0,0.288,0.288,2533,405,15.989,1659,65.495,469,18.516,-1,2,2,-1,0.079,0.079,1093,-1,1,1,-1,0.091,0.091,492,-1,1,1,-1,0.203,0.203,192,-1,4,4,-1,2.083,2.083,3,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5014,"Calliano",17.293,1.146,1.152,1.166,6.627,6.662,6.743,1392,159,11.422,847,60.848,386,27.73,10,10,10,0.718,0.718,0.718,614,4,4,4,0.651,0.651,0.651,771,8,8,8,1.038,1.038,1.038,81,1,1,1,1.235,1.235,1.235,6,0,0,0,0,0,0,0.411,0.572,0.02,0,0,0.983,2.377,3.308,0.116,0,0,5.684,8,9,0,0,0,17,0.575,0.647,0,0,0,1.221,4,4,0,0,0,8,0.651,0.651,0,0,0,1.303,4,4,0,0,0,8,0.519,0.519,0,0,0,1.038,1,1,0,0,0,2,1.235,1.235,0,0,0,2.469,0,1,0,0,0,1,0,16.667,0,0,0,16.667
6,93,93018,"Cordovado",12.018,0.199,0.199,1.352,1.656,1.656,11.25,2748,405,14.738,1785,64.956,558,20.306,32,32,35,1.164,1.164,1.274,1133,13,13,14,1.147,1.147,1.236,916,13,13,14,1.419,1.419,1.528,207,2,2,3,0.966,0.966,1.449,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,22032,"Calceranica al Lago",3.395,0,0.751,0.751,0,22.121,22.121,1305,198,15.172,864,66.207,243,18.621,0,833,833,0,63.831,63.831,582,0,369,369,0,63.402,63.402,459,0,278,278,0,60.566,60.566,105,0,65,65,0,61.905,61.905,4,0,0,0,0,0,0,0,0.139,0.656,0.58,0,0.139,0,4.094,19.323,17.084,0,4.094,0,81,104,142,0,81,0,6.207,7.969,10.881,0,6.207,0,36,46,62,0,36,0,6.186,7.904,10.653,0,6.186,0,24,36,51,0,24,0,5.229,7.843,11.111,0,5.229,0,6,8,12,0,6,0,5.714,7.619,11.429,0,5.714,0,0,4,0,0,0,0,0,100,0,0,0
1,4,4235,"Valloriate",16.956,0.104,0.111,0.157,0.613,0.655,0.926,121,5,4.132,57,47.107,59,48.76,14,17,30,11.57,14.05,24.793,72,7,9,16,9.722,12.5,22.222,278,23,28,50,8.273,10.072,17.986,8,1,1,2,12.5,12.5,25,0,0,0,0,0,0,0,0.094,0.032,0.037,0,0,0.126,0.554,0.189,0.218,0,0,0.743,2,0,8,0,0,2,1.653,0,6.612,0,0,1.653,1,0,4,0,0,1,1.389,0,5.556,0,0,1.389,4,0,14,0,0,4,1.439,0,5.036,0,0,1.439,0,0,1,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,66,66078,"Rivisondoli",32.001,0,0,0,0,0,0,663,65,9.804,408,61.538,190,28.658,0,0,0,0,0,0,342,0,0,0,0,0,0,533,0,0,0,0,0,0,98,0,0,0,0,0,0,6,0,0,0,0,0,0,0.243,2.227,0,1.311,0,2.47,0.759,6.959,0,4.097,0,7.719,2,0,0,83,0,2,0.302,0,0,12.519,0,0.302,1,0,0,39,0,1,0.292,0,0,11.404,0,0.292,1,0,0,27,0,1,0.188,0,0,5.066,0,0.188,1,0,0,6,0,1,1.02,0,0,6.122,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0
13,66,66080,"Rocca di Botte",31.107,0,0,0,0,0,0,830,120,14.458,538,64.819,172,20.723,0,0,0,0,0,0,432,0,0,0,0,0,0,698,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0.106,0.669,0.185,0.01,0,0.775,0.341,2.151,0.595,0.032,0,2.491,3,12,9,0,0,15,0.361,1.446,1.084,0,0,1.807,1,7,5,0,0,8,0.231,1.62,1.157,0,0,1.852,3,7,9,0,0,10,0.43,1.003,1.289,0,0,1.433,0,1,1,0,0,1,0,3.333,3.333,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5018,"Cantarana",9.721,0.043,0.938,0.96,0.442,9.649,9.876,1023,177,17.302,645,63.05,201,19.648,2,112,113,0.196,10.948,11.046,428,1,46,47,0.234,10.748,10.981,394,1,30,31,0.254,7.614,7.868,77,0,9,9,0,11.688,11.688,0,0,0,0,0,0,0,0.23,0.194,0,0,0,0.424,2.366,1.996,0,0,0,4.362,12,11,0,0,0,23,1.173,1.075,0,0,0,2.248,5,5,0,0,0,10,1.168,1.168,0,0,0,2.336,1,4,0,0,0,5,0.254,1.015,0,0,0,1.269,1,1,0,0,0,2,1.299,1.299,0,0,0,2.597,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5020,"Casorzo",12.648,0.445,0.554,1,3.518,4.38,7.906,657,50,7.61,348,52.968,259,39.422,1,1,2,0.152,0.152,0.304,315,1,1,1,0.317,0.317,0.317,565,2,2,4,0.354,0.354,0.708,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0.603,0.561,0,0,0,1.164,4.768,4.435,0,0,0,9.203,3,6,0,0,0,9,0.457,0.913,0,0,0,1.37,2,4,0,0,0,6,0.635,1.27,0,0,0,1.905,4,8,0,0,0,12,0.708,1.416,0,0,0,2.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5068,"Monastero Bormida",14.206,1.306,1.306,1.306,9.193,9.193,9.193,1006,111,11.034,617,61.332,278,27.634,126,126,126,12.525,12.525,12.525,456,58,58,58,12.719,12.719,12.719,559,65,65,65,11.628,11.628,11.628,82,12,12,12,14.634,14.634,14.634,3,3,3,3,100,100,100,0.243,2.709,0,0,0,2.952,1.711,19.069,0,0,0,20.78,7,78,0,0,0,85,0.696,7.753,0,0,0,8.449,3,33,0,0,0,36,0.658,7.237,0,0,0,7.895,5,55,0,0,0,60,0.894,9.839,0,0,0,10.733,0,3,0,0,0,3,0,3.659,0,0,0,3.659,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5071,"Mongardino",6.855,0,0,0,0,0,0,951,94,9.884,623,65.51,234,24.606,0,0,0,0,0,0,425,0,0,0,0,0,0,434,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0.001,0,0,0,0.149,2.159,0.015,0,0,0,2.174,37,0,0,0,0,37,3.891,0,0,0,0,3.891,16,0,0,0,0,16,3.765,0,0,0,0,3.765,18,0,0,0,0,18,4.147,0,0,0,0,4.147,1,0,0,0,0,1,2.326,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5076,"Montegrosso d'Asti",15.419,0.431,0.656,0.708,2.795,4.254,4.592,2264,287,12.677,1399,61.793,578,25.53,53,234,236,2.341,10.336,10.424,1036,23,106,106,2.22,10.232,10.232,1026,19,83,84,1.852,8.09,8.187,217,6,27,27,2.765,12.442,12.442,4,1,1,1,25,25,25,0.397,0.496,0,0,0,0.893,2.575,3.217,0,0,0,5.792,18,42,0,0,0,60,0.795,1.855,0,0,0,2.65,9,19,0,0,0,28,0.869,1.834,0,0,0,2.703,11,24,0,0,0,35,1.072,2.339,0,0,0,3.411,1,3,0,0,0,4,0.461,1.382,0,0,0,1.843,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5077,"Montemagno",16.098,0.076,0.58,0.585,0.472,3.603,3.634,1162,121,10.413,686,59.036,355,30.551,0,0,0,0,0,0,530,0,0,0,0,0,0,710,0,0,0,0,0,0,79,0,0,0,0,0,0,9,0,0,0,0,0,0,0.266,0.11,0,0,0,0.376,1.652,0.683,0,0,0,2.336,1,1,0,0,0,2,0.086,0.086,0,0,0,0.172,1,0,0,0,0,1,0.189,0,0,0,0,0.189,1,1,0,0,0,2,0.141,0.141,0,0,0,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5029,"Castelnuovo Belbo",9.55,1.233,1.233,1.94,12.911,12.911,20.314,895,113,12.626,521,58.212,261,29.162,42,42,169,4.693,4.693,18.883,406,16,16,73,3.941,3.941,17.98,523,20,20,94,3.824,3.824,17.973,50,3,3,10,6,6,20,3,0,0,1,0,0,33.333,0.084,0.257,0,0,0,0.341,0.88,2.691,0,0,0,3.571,3,5,0,0,0,8,0.335,0.559,0,0,0,0.894,2,2,0,0,0,4,0.493,0.493,0,0,0,0.985,2,2,0,0,0,4,0.382,0.382,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5030,"Castelnuovo Calcea",8.204,0.501,0.501,0.77,6.107,6.107,9.386,765,83,10.85,438,57.255,244,31.895,26,26,38,3.399,3.399,4.967,351,12,12,17,3.419,3.419,4.843,506,18,18,26,3.557,3.557,5.138,56,4,4,7,7.143,7.143,12.5,4,0,0,0,0,0,0,0.088,0.219,0,0,0,0.307,1.073,2.669,0,0,0,3.742,4,10,0,0,0,14,0.523,1.307,0,0,0,1.83,2,5,0,0,0,7,0.57,1.425,0,0,0,1.994,2,7,0,0,0,9,0.395,1.383,0,0,0,1.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13062,"Cavargna",14.975,0,0,0,0,0,0,242,18,7.438,154,63.636,70,28.926,0,0,0,0,0,0,115,0,0,0,0,0,0,303,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,3.14,3.156,0.916,0,0,6.296,20.968,21.075,6.117,0,0,42.043,18,58,100,0,0,76,7.438,23.967,41.322,0,0,31.405,8,28,45,0,0,36,6.957,24.348,39.13,0,0,31.304,22,74,105,0,0,96,7.261,24.422,34.653,0,0,31.683,1,3,4,0,0,4,10,30,40,0,0,40,0,0,1,0,0,0,0,0,25,0,0,0
1,5,5040,"Cisterna d'Asti",10.733,0.106,0.119,0.119,0.988,1.109,1.109,1286,193,15.008,814,63.297,279,21.695,24,35,35,1.866,2.722,2.722,555,10,14,14,1.802,2.523,2.523,781,12,17,17,1.536,2.177,2.177,94,2,2,2,2.128,2.128,2.128,2,0,0,0,0,0,0,0.006,1.745,0,0,0,1.751,0.056,16.258,0,0,0,16.314,4,31,0,0,0,35,0.311,2.411,0,0,0,2.722,2,14,0,0,0,16,0.36,2.523,0,0,0,2.883,3,19,0,0,0,22,0.384,2.433,0,0,0,2.817,0,4,0,0,0,4,0,4.255,0,0,0,4.255,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5042,"Cocconato",16.523,0.17,0.243,0.243,1.029,1.471,1.471,1564,184,11.765,965,61.701,415,26.535,4,4,4,0.256,0.256,0.256,730,2,2,2,0.274,0.274,0.274,905,2,3,3,0.221,0.331,0.331,121,0,0,0,0,0,0,9,0,0,0,0,0,0,0.873,0.644,0.011,0,0,1.517,5.284,3.898,0.067,0,0,9.181,7,10,1,0,0,17,0.448,0.639,0.064,0,0,1.087,3,4,0,0,0,7,0.411,0.548,0,0,0,0.959,4,5,0,0,0,9,0.442,0.552,0,0,0,0.994,1,1,0,0,0,2,0.826,0.826,0,0,0,1.653,1,1,0,0,0,2,11.111,11.111,0,0,0,22.222
17,76,76044,"Maratea",67.835,0.799,0.968,1.099,1.178,1.427,1.62,5150,586,11.379,3488,67.728,1076,20.893,49,64,74,0.951,1.243,1.437,2152,22,29,33,1.022,1.348,1.533,3008,44,56,66,1.463,1.862,2.194,388,4,6,7,1.031,1.546,1.804,45,1,1,1,2.222,2.222,2.222,3.1,0.442,1.356,0.18,0,3.542,4.57,0.652,1.999,0.265,0,5.221,187,222,778,32,0,409,3.631,4.311,15.107,0.621,0,7.942,86,95,321,13,0,181,3.996,4.414,14.916,0.604,0,8.411,93,107,390,18,0,200,3.092,3.557,12.965,0.598,0,6.649,33,20,40,2,0,53,8.505,5.155,10.309,0.515,0,13.66,9,1,1,0,0,10,20,2.222,2.222,0,0,22.222
17,76,76081,"Sarconi",30.686,0,0,0,0,0,0,1362,165,12.115,896,65.786,301,22.1,0,0,0,0,0,0,567,0,0,0,0,0,0,680,0,0,0,0,0,0,77,0,0,0,0,0,0,9,0,0,0,0,0,0,0.066,0.751,0.529,0.158,0,0.817,0.215,2.447,1.724,0.515,0,2.662,1,6,3,1,0,7,0.073,0.441,0.22,0.073,0,0.514,0,3,1,1,0,3,0,0.529,0.176,0.176,0,0.529,0,3,2,1,0,3,0,0.441,0.294,0.147,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,76,76048,"Melfi",206.206,13.461,16.946,18.428,6.528,8.218,8.937,17425,2768,15.885,11944,68.545,2713,15.57,371,621,745,2.129,3.564,4.275,6539,127,210,251,1.942,3.212,3.839,3842,97,124,140,2.525,3.227,3.644,1256,30,47,52,2.389,3.742,4.14,59,1,1,1,1.695,1.695,1.695,3.683,0,0,0,0,3.683,1.786,0,0,0,0,1.786,100,0,0,0,0,100,0.574,0,0,0,0,0.574,33,0,0,0,0,33,0.505,0,0,0,0,0.505,20,0,0,0,0,20,0.521,0,0,0,0,0.521,4,0,0,0,0,4,0.318,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0
17,76,76049,"Missanello",22.341,0.295,0.295,0.295,1.32,1.32,1.32,548,63,11.496,348,63.504,137,25,0,0,0,0,0,0,282,0,0,0,0,0,0,421,0,0,0,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0.729,2.238,1.225,0.125,0,2.967,3.263,10.017,5.483,0.56,0,13.281,0,184,28,0,0,184,0,33.577,5.109,0,0,33.577,0,90,18,0,0,90,0,31.915,6.383,0,0,31.915,0,132,25,0,0,132,0,31.354,5.938,0,0,31.354,0,7,1,0,0,7,0,26.923,3.846,0,0,26.923,2,3,0,0,0,5,33.333,50,0,0,0,83.333
17,76,76050,"Moliterno",98.553,0,0,0,0,0,0,4182,430,10.282,2744,65.615,1008,24.103,0,0,0,0,0,0,1738,0,0,0,0,0,0,1686,0,0,0,0,0,0,352,0,0,0,0,0,0,30,0,0,0,0,0,0,0.727,0.593,0.177,0.291,4.525,1.32,0.738,0.602,0.18,0.295,4.591,1.339,7,90,1,40,29,97,0.167,2.152,0.024,0.956,0.693,2.319,3,31,1,18,11,34,0.173,1.784,0.058,1.036,0.633,1.956,5,13,1,18,29,18,0.297,0.771,0.059,1.068,1.72,1.068,0,3,0,2,2,3,0,0.852,0,0.568,0.568,0.852,0,0,0,0,0,0,0,0,0,0,0,0
16,75,75032,"Giuggianello",10.267,0.219,0.47,0.47,2.133,4.578,4.578,1249,151,12.09,805,64.452,293,23.459,31,62,62,2.482,4.964,4.964,527,13,26,26,2.467,4.934,4.934,746,19,37,37,2.547,4.96,4.96,65,2,3,3,3.077,4.615,4.615,4,0,1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,75,75033,"Giurdignano",14.043,0.081,0.34,0.466,0.577,2.421,3.318,1928,294,15.249,1269,65.82,365,18.932,30,87,127,1.556,4.512,6.587,725,11,33,48,1.517,4.552,6.621,934,14,42,63,1.499,4.497,6.745,117,2,5,8,1.709,4.274,6.838,14,0,0,0,0,0,0,0,0.011,0,0,0,0.011,0,0.078,0,0,0,0.078,0,22,0,0,0,22,0,1.141,0,0,0,1.141,0,8,0,0,0,8,0,1.103,0,0,0,1.103,0,10,0,0,0,10,0,1.071,0,0,0,1.071,0,1,0,0,0,1,0,0.855,0,0,0,0.855,0,1,0,0,0,1,0,7.143,0,0,0,7.143
16,75,75036,"Lequile",36.804,0.396,0.889,1.444,1.076,2.415,3.923,8624,1275,14.784,5698,66.071,1651,19.144,392,451,467,4.545,5.23,5.415,3342,158,181,187,4.728,5.416,5.595,2529,134,152,156,5.299,6.01,6.168,571,21,24,25,3.678,4.203,4.378,47,0,0,0,0,0,0,0.006,0.042,0,0,0,0.048,0.016,0.114,0,0,0,0.13,20,113,0,0,0,133,0.232,1.31,0,0,0,1.542,7,42,0,0,0,49,0.209,1.257,0,0,0,1.466,5,31,0,0,0,36,0.198,1.226,0,0,0,1.423,1,8,0,0,0,9,0.175,1.401,0,0,0,1.576,1,0,0,0,0,1,2.128,0,0,0,0,2.128
16,73,73016,"Monteiasi",9.746,0.639,1.176,1.239,6.557,12.066,12.713,5522,847,15.339,3723,67.421,952,17.24,54,131,145,0.978,2.372,2.626,2025,22,52,58,1.086,2.568,2.864,1794,28,67,74,1.561,3.735,4.125,188,3,7,8,1.596,3.723,4.255,3,1,1,1,33.333,33.333,33.333,0.004,0.107,0,0,0,0.111,0.041,1.098,0,0,0,1.139,4,33,0,0,0,37,0.072,0.598,0,0,0,0.67,2,13,0,0,0,15,0.099,0.642,0,0,0,0.741,2,16,0,0,0,18,0.111,0.892,0,0,0,1.003,0,1,0,0,0,1,0,0.532,0,0,0,0.532,1,0,0,0,0,1,33.333,0,0,0,0,33.333
18,78,78014,"Belsito",11.553,1.281,1.281,1.281,11.088,11.088,11.088,958,118,12.317,651,67.954,189,19.729,35,35,35,3.653,3.653,3.653,339,12,12,12,3.54,3.54,3.54,395,12,12,12,3.038,3.038,3.038,42,1,1,1,2.381,2.381,2.381,4,0,0,0,0,0,0,0.004,0.487,1.065,0,0,0.491,0.035,4.215,9.218,0,0,4.25,0,19,28,0,0,19,0,1.983,2.923,0,0,1.983,0,6,9,0,0,6,0,1.77,2.655,0,0,1.77,0,6,10,0,0,6,0,1.519,2.532,0,0,1.519,0,0,1,0,0,0,0,0,2.381,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0
16,75,75049,"Montesano Salentino",8.528,0.147,0.165,0.165,1.724,1.935,1.935,2677,416,15.54,1773,66.231,488,18.229,7,7,7,0.261,0.261,0.261,947,2,2,2,0.211,0.211,0.211,1372,4,5,5,0.292,0.364,0.364,156,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,80,80033,"Ferruzzano",19.106,4.664,4.696,4.763,24.411,24.579,24.929,745,82,11.007,456,61.208,207,27.785,291,307,327,39.06,41.208,43.893,383,146,153,163,38.12,39.948,42.559,1461,231,242,257,15.811,16.564,17.591,26,9,10,10,34.615,38.462,38.462,1,0,0,0,0,0,0,4.198,0.393,0.178,0.03,0.374,4.591,21.972,2.057,0.932,0.157,1.958,24.029,16,8,0,17,0,24,2.148,1.074,0,2.282,0,3.221,10,4,0,9,0,14,2.611,1.044,0,2.35,0,3.655,135,6,0,13,0,141,9.24,0.411,0,0.89,0,9.651,1,0,0,1,0,1,3.846,0,0,3.846,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5012,"Buttigliera d'Asti",19.161,0.009,0.634,4.574,0.047,3.309,23.871,2552,403,15.792,1671,65.478,478,18.73,0,12,153,0,0.47,5.995,1024,0,4,55,0,0.391,5.371,898,0,3,55,0,0.334,6.125,209,0,1,19,0,0.478,9.091,14,0,0,0,0,0,0,0.154,1.344,0,0,0,1.498,0.804,7.014,0,0,0,7.818,2,44,0,0,0,46,0.078,1.724,0,0,0,1.803,1,17,0,0,0,18,0.098,1.66,0,0,0,1.758,1,19,0,0,0,20,0.111,2.116,0,0,0,2.227,0,3,0,0,0,3,0,1.435,0,0,0,1.435,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5013,"Calamandrana",12.788,1.378,1.378,1.783,10.776,10.776,13.943,1784,234,13.117,1166,65.359,384,21.525,81,81,135,4.54,4.54,7.567,775,36,36,60,4.645,4.645,7.742,710,42,42,64,5.915,5.915,9.014,179,7,7,12,3.911,3.911,6.704,1,0,0,0,0,0,0,2.539,0.053,0,0,0,2.592,19.855,0.414,0,0,0,20.269,153,2,0,0,0,155,8.576,0.112,0,0,0,8.688,68,1,0,0,0,69,8.774,0.129,0,0,0,8.903,78,1,0,0,0,79,10.986,0.141,0,0,0,11.127,12,0,0,0,0,12,6.704,0,0,0,0,6.704,1,0,0,0,0,1,100,0,0,0,0,100
11,44,44044,"Montemonaco",67.793,-1,0.408,0.408,-1,0.602,0.602,635,57,8.976,388,61.102,190,29.921,-1,0,0,-1,0,0,291,-1,0,0,-1,0,0,556,-1,0,0,-1,0,0,55,-1,0,0,-1,0,0,115,-1,4,4,-1,3.478,3.478,0.885,0.214,6.681,4.03,0,1.099,1.305,0.316,9.855,5.945,0,1.621,0,2,17,69,0,2,0,0.315,2.677,10.866,0,0.315,0,1,9,28,0,1,0,0.344,3.093,9.622,0,0.344,0,1,20,43,0,1,0,0.18,3.597,7.734,0,0.18,0,0,1,2,0,0,0,0,1.818,3.636,0,0,0,1,4,3,0,1,0,0.87,3.478,2.609,0,0.87
3,13,13063,"Cerano d'Intelvi",5.548,0,0.017,0.017,0,0.306,0.306,536,88,16.418,341,63.619,107,19.963,0,0,0,0,0,0,237,0,0,0,0,0,0,491,0,1,1,0,0.204,0.204,24,0,0,0,0,0,0,13,0,0,0,0,0,0,0.222,0.367,0.098,0,0,0.589,4.001,6.615,1.766,0,0,10.616,0,36,13,0,0,36,0,6.716,2.425,0,0,6.716,0,15,6,0,0,15,0,6.329,2.532,0,0,6.329,0,30,15,0,0,30,0,6.11,3.055,0,0,6.11,0,2,1,0,0,2,0,8.333,4.167,0,0,8.333,0,5,0,0,0,5,0,38.462,0,0,0,38.462
4,22,22002,"Albiano",9.964,0,0.263,0.263,0,2.64,2.64,1508,239,15.849,981,65.053,288,19.098,0,8,8,0,0.531,0.531,573,0,3,3,0,0.524,0.524,492,0,2,2,0,0.407,0.407,175,0,2,2,0,1.143,1.143,0,0,0,0,0,0,0,0,0.389,1.092,2.381,0,0.389,0,3.904,10.959,23.896,0,3.904,0,9,11,155,0,9,0,0.597,0.729,10.279,0,0.597,0,3,4,56,0,3,0,0.524,0.698,9.773,0,0.524,0,2,5,58,0,2,0,0.407,1.016,11.789,0,0.407,0,2,3,18,0,2,0,1.143,1.714,10.286,0,1.143,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13159,"Mozzate",10.681,0.019,0.115,0.119,0.178,1.077,1.114,8208,1225,14.924,5481,66.776,1502,18.299,46,54,74,0.56,0.658,0.902,3314,19,22,31,0.573,0.664,0.935,1321,6,6,9,0.454,0.454,0.681,674,4,5,6,0.593,0.742,0.89,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,8018,"Cesio",8.857,0,0,0,0,0,0,286,42,14.685,162,56.643,82,28.671,0,0,0,0,0,0,144,0,0,0,0,0,0,222,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0.036,0.242,4.37,4.206,0,0.278,0.406,2.732,49.34,47.488,0,3.139,0,1,70,215,0,1,0,0.35,24.476,75.175,0,0.35,0,1,42,102,0,1,0,0.694,29.167,70.833,0,0.694,0,1,70,151,0,1,0,0.45,31.532,68.018,0,0.45,0,0,3,8,0,0,0,0,27.273,72.727,0,0,0,0,3,7,0,0,0,0,30,70,0,0
15,65,65142,"Siano",8.569,0.213,0.213,0.213,2.486,2.486,2.486,10074,1614,16.021,7004,69.526,1456,14.453,204,204,204,2.025,2.025,2.025,3409,67,67,67,1.965,1.965,1.965,2021,35,35,35,1.732,1.732,1.732,415,16,16,16,3.855,3.855,3.855,0,0,0,0,0,0,0,6.412,0.273,0.392,0.402,0,6.685,74.828,3.186,4.575,4.691,0,78.014,456,13,1561,479,0,469,4.527,0.129,15.495,4.755,0,4.656,152,5,530,156,0,157,4.459,0.147,15.547,4.576,0,4.605,85,2,381,119,0,87,4.206,0.099,18.852,5.888,0,4.305,12,1,37,18,0,13,2.892,0.241,8.916,4.337,0,3.133,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13007,"Alzate Brianza",7.585,0.001,0.001,0.001,0.013,0.013,0.013,5019,780,15.541,3370,67.145,869,17.314,0,0,0,0,0,0,1972,0,0,0,0,0,0,830,0,0,0,0,0,0,376,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
